'Time and date','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
'[00:00:08.944 01/01/2011]',-0.254,-2.012,-0.304,4.671,11.195,4.307,-2.547,7.449,1.413,11.616,-6.878,6.856,-3.375,12.011,8.849,25.238,4.440,-1.479,3.440,8.018,0.188,0.000
'[00:00:08.946 01/01/2011]',0.217,-0.730,-0.199,5.662,11.528,5.631,-3.634,8.386,2.677,13.109,-7.454,7.652,-3.288,13.526,8.744,25.993,5.366,-0.286,4.774,9.363,0.258,0.000
'[00:00:08.948 01/01/2011]',0.228,-0.110,-0.468,5.860,11.267,6.087,-4.850,8.652,3.528,13.760,-8.008,7.863,-3.693,14.157,7.944,25.703,5.504,0.323,5.307,10.533,0.330,0.000
'[00:00:08.950 01/01/2011]',-0.268,-0.267,-1.112,5.266,10.379,5.671,-6.127,8.214,3.922,13.540,-8.522,7.471,-4.485,13.892,6.506,24.384,4.852,0.283,5.055,11.456,0.401,0.000
'[00:00:08.952 01/01/2011]',-1.265,-1.245,-2.098,3.971,8.888,4.472,-7.378,7.081,3.862,12.492,-8.967,6.501,-5.488,12.792,4.575,22.160,3.497,-0.388,4.135,12.067,0.467,0.000
'[00:00:08.954 01/01/2011]',-2.705,-2.991,-3.374,2.132,6.892,2.650,-8.506,5.313,3.400,10.721,-9.301,5.027,-6.486,10.990,2.372,19.262,1.598,-1.600,2.741,12.314,0.521,0.000
'[00:00:08.956 01/01/2011]',-4.479,-5.368,-4.856,-0.062,4.567,0.397,-9.398,3.016,2.631,8.368,-9.456,3.158,-7.270,8.657,0.157,16.004,-0.654,-3.199,1.111,12.168,0.562,0.000
'[00:00:08.958 01/01/2011]',-6.436,-8.154,-6.443,-2.411,2.140,-2.097,-9.941,0.332,1.678,5.593,-9.348,1.029,-7.660,6.023,-1.788,12.752,-3.055,-4.995,-0.496,11.621,0.585,0.000
'[00:00:08.960 01/01/2011]',-8.410,-11.085,-8.023,-4.739,-0.146,-4.669,-10.036,-2.558,0.687,2.568,-8.881,-1.223,-7.538,3.329,-3.209,9.866,-5.424,-6.788,-1.863,10.689,0.588,0.000
'[00:00:08.962 01/01/2011]',-10.246,-13.899,-9.498,-6.909,-2.070,-7.204,-9.624,-5.462,-0.212,-0.538,-7.982,-3.448,-6.851,0.827,-3.915,7.637,-7.611,-8.399,-2.817,9.407,0.570,0.000
'[00:00:08.964 01/01/2011]',-11.831,-16.395,-10.778,-8.830,-3.478,-9.650,-8.716,-8.175,-0.917,-3.551,-6.624,-5.505,-5.620,-1.257,-3.808,6.261,-9.520,-9.709,-3.257,7.831,0.532,0.000
'[00:00:08.966 01/01/2011]',-13.107,-18.454,-11.806,-10.447,-4.302,-12.017,-7.399,-10.506,-1.372,-6.303,-4.851,-7.239,-3.924,-2.754,-2.892,5.811,-11.095,-10.630,-3.156,6.034,0.474,0.000
'[00:00:08.968 01/01/2011]',-14.063,-20.047,-12.544,-11.739,-4.551,-14.339,-5.804,-12.286,-1.564,-8.621,-2.784,-8.500,-1.886,-3.566,-1.270,6.241,-12.307,-11.141,-2.552,4.110,0.401,0.000
'[00:00:08.970 01/01/2011]',-14.718,-21.204,-12.976,-12.698,-4.305,-16.641,-4.095,-13.380,-1.509,-10.350,-0.593,-9.155,0.352,-3.676,0.879,7.403,-13.149,-11.265,-1.539,2.162,0.317,0.000
'[00:00:08.972 01/01/2011]',-15.100,-21.973,-13.094,-13.307,-3.685,-18.889,-2.411,-13.711,-1.223,-11.349,1.536,-9.112,2.641,-3.151,3.325,9.069,-13.612,-11.032,-0.248,0.306,0.229,0.000
'[00:00:08.974 01/01/2011]',-15.218,-22.381,-12.905,-13.541,-2.841,-20.952,-0.850,-13.261,-0.730,-11.532,3.442,-8.360,4.841,-2.130,5.815,10.958,-13.687,-10.488,1.172,-1.348,0.143,0.000
'[00:00:08.976 01/01/2011]',-15.066,-22.427,-12.429,-13.373,-1.946,-22.610,0.537,-12.095,-0.050,-10.877,5.002,-6.981,6.828,-0.799,8.095,12.759,-13.358,-9.678,2.563,-2.708,0.064,0.000
'[00:00:08.978 01/01/2011]',-14.637,-22.086,-11.708,-12.765,-1.178,-23.598,1.726,-10.346,0.782,-9.455,6.150,-5.161,8.484,0.628,9.934,14.161,-12.617,-8.651,3.776,-3.718,-0.001,0.000
'[00:00:08.980 01/01/2011]',-13.938,-21.339,-10.809,-11.695,-0.705,-23.662,2.693,-8.217,1.705,-7.418,6.860,-3.170,9.702,1.934,11.132,14.883,-11.471,-7.457,4.680,-4.360,-0.052,0.000
'[00:00:08.982 01/01/2011]',-13.004,-20.204,-9.807,-10.158,-0.652,-22.642,3.397,-5.946,2.641,-4.995,7.137,-1.307,10.384,2.935,11.556,14.720,-9.943,-6.151,5.186,-4.662,-0.087,0.000
'[00:00:08.984 01/01/2011]',-11.892,-18.738,-8.782,-8.184,-1.060,-20.524,3.795,-3.776,3.505,-2.448,7.005,0.139,10.458,3.483,11.153,13.579,-8.066,-4.793,5.238,-4.684,-0.108,0.000
'[00:00:08.986 01/01/2011]',-10.670,-17.026,-7.778,-5.823,-1.855,-17.447,3.855,-1.920,4.236,-0.040,6.516,0.944,9.887,3.502,9.955,11.497,-5.885,-3.432,4.828,-4.507,-0.117,0.000
'[00:00:08.988 01/01/2011]',-9.386,-15.157,-6.791,-3.152,-2.858,-13.695,3.593,-0.531,4.833,2.005,5.747,0.965,8.686,2.985,8.086,8.634,-3.449,-2.100,4.000,-4.217,-0.118,0.000
'[00:00:08.990 01/01/2011]',-8.061,-13.198,-5.758,-0.266,-3.805,-9.635,3.097,0.309,5.360,3.546,4.800,0.163,6.932,1.991,5.745,5.259,-0.819,-0.795,2.833,-3.895,-0.114,0.000
'[00:00:08.992 01/01/2011]',-6.673,-11.188,-4.572,2.721,-4.423,-5.659,2.525,0.588,5.945,4.522,3.795,-1.414,4.773,0.641,3.174,1.694,1.938,0.517,1.442,-3.606,-0.107,0.000
'[00:00:08.994 01/01/2011]',-5.184,-9.156,-3.108,5.689,-4.492,-2.116,2.088,0.364,6.750,4.959,2.849,-3.627,2.416,-0.911,0.625,-1.736,4.735,1.901,-0.046,-3.400,-0.100,0.000
'[00:00:08.996 01/01/2011]',-3.560,-7.129,-1.257,8.512,-3.901,0.731,2.000,-0.252,7.937,4.967,2.062,-6.267,0.103,-2.493,-1.672,-4.744,7.471,3.429,-1.490,-3.307,-0.094,0.000
'[00:00:08.998 01/01/2011]',-1.796,-5.168,1.030,11.068,-2.683,2.728,2.423,-1.116,9.609,4.704,1.491,-9.059,-1.916,-3.951,-3.544,-7.115,10.023,5.155,-2.765,-3.337,-0.091,0.000
'[00:00:09.000 01/01/2011]',0.065,-3.365,3.724,13.250,-0.982,3.849,3.428,-2.055,11.785,4.358,1.150,-11.694,-3.430,-5.158,-4.884,-8.729,12.273,7.100,-3.758,-3.479,-0.089,0.447
'[00:00:09.002 01/01/2011]',1.938,-1.836,6.701,14.967,0.966,4.168,4.958,-2.902,14.367,4.096,1.005,-13.866,-4.307,-6.040,-5.671,-9.551,14.102,9.211,-4.404,-3.699,-0.089,0.447
'[00:00:09.004 01/01/2011]',3.692,-0.688,9.761,16.152,2.889,3.851,6.829,-3.517,17.140,4.041,0.993,-15.323,-4.520,-6.571,-5.955,-9.639,15.411,11.362,-4.687,-3.949,-0.091,0.447
'[00:00:09.006 01/01/2011]',5.190,0.000,12.623,16.763,4.525,3.110,8.757,-3.811,19.798,4.245,1.032,-15.916,-4.163,-6.769,-5.850,-9.107,16.126,13.367,-4.642,-4.165,-0.093,0.447
'[00:00:09.008 01/01/2011]',6.295,0.200,15.016,16.783,5.653,2.166,10.413,-3.754,21.979,4.675,1.040,-15.618,-3.428,-6.676,-5.505,-8.105,16.210,14.999,-4.356,-4.288,-0.095,0.447
'[00:00:09.010 01/01/2011]',6.897,-0.071,16.669,16.228,6.111,1.214,11.488,-3.372,23.345,5.239,0.940,-14.516,-2.560,-6.324,-5.063,-6.781,15.665,16.052,-3.919,-4.267,-0.095,0.447
'[00:00:09.012 01/01/2011]',6.930,-0.751,17.416,15.159,5.819,0.407,11.767,-2.707,23.639,5.825,0.679,-12.767,-1.790,-5.715,-4.628,-5.249,14.546,16.378,-3.412,-4.072,-0.094,0.447
'[00:00:09.014 01/01/2011]',6.383,-1.754,17.165,13.675,4.783,-0.173,11.167,-1.799,22.750,6.354,0.241,-10.529,-1.279,-4.804,-4.239,-3.568,12.968,15.940,-2.865,-3.690,-0.093,0.447
'[00:00:09.016 01/01/2011]',5.300,-2.988,15.954,11.928,3.091,-0.502,9.761,-0.645,20.754,6.811,-0.347,-7.918,-1.074,-3.497,-3.856,-1.726,11.093,14.828,-2.238,-3.131,-0.091,0.447
'[00:00:09.018 01/01/2011]',3.769,-4.365,13.929,10.081,0.895,-0.614,7.746,0.804,17.901,7.263,-1.016,-4.971,-1.094,-1.681,-3.369,0.335,9.112,13.247,-1.451,-2.426,-0.089,0.157
'[00:00:09.020 01/01/2011]',1.898,-5.827,11.307,8.294,-1.617,-0.597,5.390,2.608,14.543,7.823,-1.660,-1.665,-1.168,0.732,-2.634,2.696,7.211,11.477,-0.386,-1.619,-0.088,0.157
'[00:00:09.022 01/01/2011]',-0.201,-7.358,8.314,6.665,-4.278,-0.572,2.964,4.804,11.086,8.602,-2.164,2.026,-1.082,3.762,-1.524,5.411,5.506,9.799,1.035,-0.770,-0.088,0.157
'[00:00:09.024 01/01/2011]',-2.443,-8.982,5.163,5.212,-6.971,-0.693,0.660,7.338,7.876,9.638,-2.447,6.070,-0.657,7.305,0.031,8.462,4.027,8.433,2.833,0.051,-0.088,0.157
'[00:00:09.026 01/01/2011]',-4.787,-10.770,1.988,3.852,-9.650,-1.117,-1.430,10.042,5.127,10.856,-2.484,10.328,0.195,11.143,2.002,11.757,2.692,7.484,4.927,0.772,-0.088,0.157
'[00:00:09.028 01/01/2011]',-7.219,-12.815,-1.127,2.425,-12.338,-1.985,-3.329,12.633,2.904,12.059,-2.327,14.547,1.444,14.939,4.263,15.093,1.330,6.917,7.152,1.324,-0.089,0.157
'[00:00:09.030 01/01/2011]',-9.748,-15.188,-4.164,0.743,-15.078,-3.399,-5.139,14.757,1.129,12.953,-2.088,18.386,2.945,18.307,6.606,18.223,-0.260,6.576,9.281,1.648,-0.089,0.157
'[00:00:09.032 01/01/2011]',-12.375,-17.912,-7.141,-1.352,-17.917,-5.397,-6.974,16.067,-0.360,13.227,-1.911,21.494,4.480,20.869,8.792,20.876,-2.254,6.235,11.074,1.710,-0.089,0.157
'[00:00:09.034 01/01/2011]',-15.074,-20.927,-10.070,-3.930,-20.856,-7.941,-8.907,16.306,-1.742,12.638,-1.919,23.573,5.817,22.334,10.603,22.820,-4.733,5.658,12.327,1.500,-0.088,0.157
'[00:00:09.036 01/01/2011]',-17.778,-24.102,-12.958,-6.942,-23.856,-10.916,-10.920,15.362,-3.152,11.052,-2.174,24.454,6.770,22.543,11.901,23.889,-7.664,4.667,12.912,1.035,-0.087,0.000
'[00:00:09.038 01/01/2011]',-20.381,-27.236,-15.770,-10.230,-26.845,-14.141,-12.893,13.291,-4.630,8.505,-2.643,24.120,7.248,21.498,12.640,24.029,-10.888,3.184,12.806,0.351,-0.086,0.000
'[00:00:09.040 01/01/2011]',-22.757,-30.114,-18.441,-13.555,-29.725,-17.388,-14.610,10.299,-6.128,5.183,-3.224,22.691,7.263,19.342,12.880,23.282,-14.167,1.258,12.076,-0.500,-0.085,0.000
'[00:00:09.042 01/01/2011]',-24.776,-32.540,-20.871,-16.643,-32.399,-20.401,-15.817,6.685,-7.516,1.381,-3.765,20.372,6.921,16.335,12.749,21.796,-17.222,-0.952,10.872,-1.456,-0.085,0.000
'[00:00:09.044 01/01/2011]',-26.315,-34.374,-22.931,-19.242,-34.753,-22.931,-16.270,2.780,-8.629,-2.533,-4.125,17.426,6.393,12.792,12.406,19.782,-19.799,-3.202,9.396,-2.459,-0.084,0.000
'[00:00:09.046 01/01/2011]',-27.279,-35.552,-24.472,-21.163,-36.652,-24.776,-15.804,-1.103,-9.300,-6.196,-4.207,14.093,5.862,9.038,11.989,17.498,-21.703,-5.213,7.846,-3.448,-0.083,0.000
'[00:00:09.048 01/01/2011]',-27.615,-36.077,-25.357,-22.305,-37.941,-25.800,-14.389,-4.717,-9.412,-9.296,-3.987,10.588,5.471,5.362,11.580,15.187,-22.834,-6.728,6.399,-4.370,-0.082,0.000
'[00:00:09.050 01/01/2011]',-27.320,-36.033,-25.479,-22.660,-38.449,-25.974,-12.162,-7.881,-8.917,-11.613,-3.526,7.077,5.294,1.982,11.184,13.059,-23.182,-7.573,5.164,-5.178,-0.081,0.000
'[00:00:09.052 01/01/2011]',-26.454,-35.530,-24.812,-22.317,-38.031,-25.380,-9.432,-10.504,-7.874,-13.051,-2.945,3.686,5.303,-0.968,10.734,11.238,-22.839,-7.699,4.173,-5.834,-0.079,0.000
'[00:00:09.054 01/01/2011]',-25.137,-34.706,-23.427,-21.432,-36.625,-24.192,-6.654,-12.568,-6.448,-13.654,-2.402,0.497,5.367,-3.459,10.095,9.734,-21.975,-7.218,3.372,-6.312,-0.078,0.000
'[00:00:09.056 01/01/2011]',-23.540,-33.693,-21.513,-20.212,-34.280,-22.644,-4.334,-14.122,-4.900,-13.595,-2.066,-2.447,5.286,-5.546,9.116,8.459,-20.800,-6.380,2.642,-6.598,-0.077,0.000
'[00:00:09.058 01/01/2011]',-21.864,-32.593,-19.353,-18.874,-31.195,-20.969,-2.954,-15.268,-3.542,-13.127,-2.084,-5.134,4.836,-7.352,7.651,7.240,-19.535,-5.533,1.830,-6.695,-0.075,0.000
'[00:00:09.060 01/01/2011]',-20.294,-31.467,-17.265,-17.597,-27.687,-19.341,-2.845,-16.128,-2.685,-12.531,-2.559,-7.574,3.830,-9.016,5.620,5.851,-18.366,-5.035,0.790,-6.615,-0.073,0.000
'[00:00:09.062 01/01/2011]',-18.979,-30.328,-15.552,-16.505,-24.150,-17.851,-4.117,-16.807,-2.550,-12.042,-3.520,-9.773,2.169,-10.656,3.026,4.112,-17.402,-5.171,-0.577,-6.384,-0.071,0.000
'[00:00:09.064 01/01/2011]',-17.991,-29.162,-14.420,-15.621,-20.984,-16.499,-6.623,-17.343,-3.215,-11.778,-4.911,-11.707,-0.114,-12.324,-0.020,1.921,-16.654,-6.044,-2.300,-6.035,-0.068,0.000
'[00:00:09.066 01/01/2011]',-17.334,-27.939,-13.945,-14.882,-18.512,-15.216,-9.982,-17.699,-4.587,-11.722,-6.591,-13.297,-2.861,-13.976,-3.308,-0.697,-16.042,-7.567,-4.319,-5.603,-0.065,0.000
'[00:00:09.068 01/01/2011]',-16.940,-26.641,-14.055,-14.149,-16.939,-13.911,-13.658,-17.746,-6.400,-11.718,-8.347,-14.411,-5.814,-15.493,-6.569,-3.595,-15.409,-9.455,-6.507,-5.123,-0.062,0.000
'[00:00:09.070 01/01/2011]',-16.703,-25.261,-14.543,-13.243,-16.311,-12.504,-17.071,-17.311,-8.277,-11.532,-9.933,-14.893,-8.663,-16.700,-9.518,-6.533,-14.571,-11.307,-8.688,-4.625,-0.060,0.000
'[00:00:09.072 01/01/2011]',-16.473,-23.805,-15.128,-11.992,-16.520,-10.940,-19.713,-16.239,-9.805,-10.914,-11.120,-14.616,-11.127,-17.423,-11.912,-9.239,-13.350,-12.681,-10.672,-4.131,-0.058,0.000
'[00:00:09.074 01/01/2011]',-16.111,-22.288,-15.489,-10.255,-17.328,-9.200,-21.230,-14.441,-10.616,-9.673,-11.744,-13.541,-12.975,-17.545,-13.597,-11.470,-11.617,-13.202,-12.284,-3.659,-0.056,0.000
'[00:00:09.076 01/01/2011]',-15.487,-20.706,-15.340,-7.953,-18.421,-7.276,-21.483,-11.951,-10.456,-7.721,-11.750,-11.769,-14.096,-17.019,-14.527,-13.054,-9.306,-12.628,-13.388,-3.218,-0.055,0.000
'[00:00:09.078 01/01/2011]',-14.498,-19.042,-14.469,-5.082,-19.451,-5.167,-20.548,-8.939,-9.221,-5.097,-11.196,-9.540,-14.494,-15.904,-14.774,-13.936,-6.424,-10.881,-13.899,-2.813,-0.055,0.000
'[00:00:09.080 01/01/2011]',-13.088,-17.257,-12.772,-1.715,-20.114,-2.878,-18.688,-5.677,-6.968,-1.956,-10.253,-7.205,-14.273,-14.341,-14.496,-14.161,-3.055,-8.050,-13.796,-2.447,-0.055,0.000
'[00:00:09.082 01/01/2011]',-11.251,-15.316,-10.272,2.002,-20.197,-0.437,-16.283,-2.493,-3.886,1.467,-9.144,-5.146,-13.623,-12.529,-13.906,-13.873,0.654,-4.361,-13.119,-2.122,-0.054,0.000
'[00:00:09.084 01/01/2011]',-9.043,-13.182,-7.116,5.864,-19.619,2.092,-13.748,0.299,-0.270,4.896,-8.120,-3.700,-12.761,-10.684,-13.221,-13.279,4.506,-0.131,-11.958,-1.845,-0.053,0.000
'[00:00:09.086 01/01/2011]',-6.579,-10.858,-3.558,9.625,-18.445,4.592,-11.458,2.458,3.541,8.064,-7.382,-3.070,-11.889,-8.999,-12.625,-12.604,8.263,4.277,-10.454,-1.627,-0.051,0.000
'[00:00:09.088 01/01/2011]',-4.018,-8.385,0.079,13.035,-16.869,6.905,-9.658,3.860,7.200,10.742,-7.046,-3.297,-11.153,-7.618,-12.233,-12.057,11.680,8.506,-8.760,-1.481,-0.048,0.000
'[00:00:09.090 01/01/2011]',-1.549,-5.860,3.453,15.861,-15.176,8.868,-8.456,4.508,10.406,12.784,-7.139,-4.240,-10.609,-6.600,-12.078,-11.785,14.527,12.243,-7.032,-1.417,-0.044,0.000
'[00:00:09.092 01/01/2011]',0.632,-3.433,6.249,17.923,-13.673,10.327,-7.808,4.516,12.918,14.135,-7.584,-5.621,-10.220,-5.925,-12.120,-11.842,16.625,15.263,-5.391,-1.438,-0.039,0.000
'[00:00:09.094 01/01/2011]',2.337,-1.302,8.227,19.107,-12.641,11.183,-7.570,4.087,14.570,14.826,-8.251,-7.086,-9.882,-5.495,-12.255,-12.197,17.856,17.440,-3.917,-1.537,-0.034,0.000
'[00:00:09.096 01/01/2011]',3.416,0.315,9.239,19.380,-12.275,11.408,-7.562,3.455,15.275,14.972,-8.983,-8.274,-9.464,-5.163,-12.360,-12.719,18.183,18.761,-2.636,-1.698,-0.030,0.000
'[00:00:09.098 01/01/2011]',3.780,1.221,9.260,18.783,-12.657,11.020,-7.620,2.859,15.020,14.729,-9.638,-8.882,-8.850,-4.769,-12.310,-13.221,17.651,19.301,-1.525,-1.889,-0.026,0.000
'[00:00:09.100 01/01/2011]',3.415,1.304,8.373,17.433,-13.741,10.101,-7.633,2.493,13.864,14.266,-10.105,-8.691,-7.966,-4.164,-11.993,-13.499,16.373,19.207,-0.528,-2.074,-0.023,0.000
'[00:00:09.102 01/01/2011]',2.402,0.571,6.755,15.504,-15.358,8.758,-7.541,2.500,11.961,13.737,-10.306,-7.595,-6.787,-3.241,-11.320,-13.356,14.529,18.659,0.434,-2.213,-0.020,0.000
'[00:00:09.104 01/01/2011]',0.912,-0.818,4.675,13.227,-17.249,7.124,-7.305,2.956,9.537,13.243,-10.168,-5.591,-5.321,-1.945,-10.209,-12.652,12.344,17.836,1.451,-2.272,-0.019,0.000
'[00:00:09.106 01/01/2011]',-0.812,-2.587,2.428,10.853,-19.101,5.351,-6.887,3.868,6.907,12.847,-9.632,-2.766,-3.579,-0.277,-8.585,-11.305,10.061,16.902,2.610,-2.232,-0.018,0.000
'[00:00:09.108 01/01/2011]',-2.503,-4.398,0.299,8.630,-20.620,3.592,-6.229,5.173,4.413,12.548,-8.620,0.705,-1.554,1.699,-6.379,-9.309,7.919,15.990,3.987,-2.091,-0.016,0.000
'[00:00:09.110 01/01/2011]',-3.928,-5.948,-1.472,6.748,-21.586,1.987,-5.275,6.728,2.402,12.298,-7.066,4.575,0.781,3.860,-3.546,-6.726,6.097,15.188,5.628,-1.873,-0.015,0.000
'[00:00:09.112 01/01/2011]',-4.940,-7.050,-2.745,5.311,-21.916,0.627,-3.994,8.324,1.127,12.007,-4.943,8.514,3.441,6.042,-0.098,-3.693,4.691,14.534,7.529,-1.627,-0.012,0.000
'[00:00:09.114 01/01/2011]',-5.506,-7.667,-3.496,4.289,-21.683,-0.467,-2.423,9.691,0.699,11.548,-2.306,12.158,6.398,8.036,3.863,-0.400,3.681,14.007,9.618,-1.418,-0.009,0.000
'[00:00:09.116 01/01/2011]',-5.704,-7.909,-3.813,3.550,-21.102,-1.356,-0.673,10.545,1.063,10.777,0.689,15.123,9.545,9.621,8.132,2.911,2.941,13.536,11.741,-1.317,-0.006,0.000
'[00:00:09.118 01/01/2011]',-5.691,-7.978,-3.870,2.877,-20.463,-2.168,1.078,10.630,2.010,9.562,3.777,17.074,12.705,10.598,12.404,5.974,2.277,13.017,13.670,-1.383,-0.002,0.000
'[00:00:09.120 01/01/2011]',-5.646,-8.083,-3.864,2.048,-20.048,-3.055,2.625,9.783,3.233,7.809,6.632,17.786,15.612,10.826,16.328,8.532,1.477,12.339,15.144,-1.649,0.001,0.000
'[00:00:09.122 01/01/2011]',-5.731,-8.381,-3.997,0.896,-20.053,-4.153,3.777,7.978,4.404,5.498,8.914,17.206,17.996,10.254,19.550,10.381,0.383,11.417,15.909,-2.110,0.004,0.000
'[00:00:09.124 01/01/2011]',-6.047,-8.947,-4.414,-0.644,-20.552,-5.528,4.391,5.348,5.233,2.698,10.349,15.464,19.619,8.939,21.795,11.387,-1.085,10.229,15.780,-2.725,0.007,0.000
'[00:00:09.126 01/01/2011]',-6.640,-9.771,-5.201,-2.529,-21.502,-7.177,4.380,2.155,5.526,-0.438,10.773,12.856,20.327,7.032,22.906,11.530,-2.895,8.818,14.691,-3.425,0.009,0.000
'[00:00:09.128 01/01/2011]',-7.517,-10.800,-6.405,-4.634,-22.800,-9.031,3.719,-1.258,5.182,-3.693,10.160,9.793,20.071,4.742,22.873,10.880,-4.946,7.276,12.705,-4.134,0.012,0.000
'[00:00:09.130 01/01/2011]',-8.664,-11.968,-8.031,-6.803,-24.342,-11.001,2.411,-4.538,4.188,-6.843,8.618,6.708,18.904,2.297,21.819,9.601,-7.100,5.703,10.009,-4.779,0.014,0.000
'[00:00:09.132 01/01/2011]',-10.055,-13.216,-10.078,-8.903,-26.061,-13.009,0.490,-7.400,2.577,-9.685,6.348,3.980,16.957,-0.107,19.963,7.902,-9.225,4.172,6.858,-5.307,0.016,0.000
'[00:00:09.134 01/01/2011]',-11.662,-14.494,-12.521,-10.859,-27.929,-15.019,-1.984,-9.662,0.414,-12.089,3.593,1.866,14.399,-2.335,17.567,6.011,-11.238,2.690,3.525,-5.690,0.019,0.000
'[00:00:09.136 01/01/2011]',-13.441,-15.756,-15.305,-12.643,-29.910,-17.038,-4.923,-11.270,-2.228,-14.006,0.595,0.480,11.396,-4.327,14.870,4.130,-13.090,1.188,0.229,-5.915,0.022,0.000
'[00:00:09.138 01/01/2011]',-15.312,-16.942,-18.323,-14.265,-31.913,-19.090,-8.194,-12.276,-5.265,-15.464,-2.451,-0.217,8.087,-6.088,12.058,2.413,-14.772,-0.453,-2.890,-5.985,0.026,0.000
'[00:00:09.140 01/01/2011]',-17.171,-17.993,-21.403,-15.735,-33.767,-21.195,-11.628,-12.817,-8.599,-16.551,-5.406,-0.384,4.573,-7.678,9.234,0.954,-16.270,-2.358,-5.784,-5.906,0.031,0.000
'[00:00:09.142 01/01/2011]',-18.891,-18.864,-24.327,-17.041,-35.234,-23.328,-15.020,-13.073,-12.118,-17.374,-8.194,-0.260,0.935,-9.183,6.425,-0.220,-17.563,-4.631,-8.467,-5.687,0.036,0.000
'[00:00:09.144 01/01/2011]',-20.358,-19.534,-26.855,-18.137,-36.080,-25.423,-18.161,-13.233,-15.689,-18.049,-10.786,-0.114,-2.775,-10.691,3.598,-1.142,-18.604,-7.294,-10.992,-5.342,0.041,0.000
'[00:00:09.146 01/01/2011]',-21.468,-20.019,-28.761,-18.955,-36.148,-27.363,-20.841,-13.474,-19.166,-18.668,-13.178,-0.198,-6.492,-12.279,0.706,-1.874,-19.331,-10.289,-13.394,-4.892,0.047,0.000
'[00:00:09.148 01/01/2011]',-22.154,-20.342,-29.881,-19.415,-35.425,-28.993,-22.874,-13.928,-22.385,-19.298,-15.378,-0.710,-10.140,-13.997,-2.284,-2.508,-19.673,-13.470,-15.678,-4.364,0.052,0.000
'[00:00:09.150 01/01/2011]',-22.365,-20.492,-30.111,-19.436,-34.027,-30.135,-24.102,-14.672,-25.165,-19.968,-17.383,-1.756,-13.620,-15.845,-5.358,-3.125,-19.562,-16.629,-17.812,-3.789,0.057,0.000
'[00:00:09.152 01/01/2011]',-22.054,-20.398,-29.423,-18.947,-32.177,-30.613,-24.393,-15.702,-27.316,-20.673,-19.175,-3.333,-16.808,-17.783,-8.427,-3.788,-18.937,-19.517,-19.729,-3.198,0.063,0.000
'[00:00:09.154 01/01/2011]',-21.164,-19.915,-27.844,-17.888,-30.095,-30.268,-23.675,-16.939,-28.641,-21.366,-20.699,-5.330,-19.583,-19.724,-11.339,-4.515,-17.747,-21.879,-21.352,-2.615,0.068,0.000
'[00:00:09.156 01/01/2011]',-19.639,-18.848,-25.436,-16.210,-27.942,-28.999,-21.927,-18.235,-28.963,-21.968,-21.884,-7.550,-21.797,-21.536,-13.888,-5.277,-15.956,-23.494,-22.605,-2.055,0.074,0.000
'[00:00:09.158 01/01/2011]',-17.443,-17.026,-22.300,-13.898,-25.775,-26.789,-19.229,-19.393,-28.155,-22.369,-22.642,-9.736,-23.332,-23.085,-15.836,-6.001,-13.561,-24.184,-23.425,-1.521,0.080,0.000
'[00:00:09.160 01/01/2011]',-14.604,-14.377,-18.568,-10.983,-23.567,-23.742,-15.766,-20.217,-26.183,-22.439,-22.891,-11.630,-24.093,-24.227,-16.975,-6.566,-10.610,-23.866,-23.764,-1.018,0.087,0.000
'[00:00:09.162 01/01/2011]',-11.238,-10.977,-14.415,-7.565,-21.261,-20.085,-11.830,-20.541,-23.130,-22.061,-22.587,-13.015,-24.032,-24.846,-17.154,-6.848,-7.213,-22.551,-23.588,-0.548,0.094,0.000
'[00:00:09.164 01/01/2011]',-7.552,-7.069,-10.062,-3.823,-18.833,-16.147,-7.781,-20.272,-19.208,-21.136,-21.747,-13.759,-23.173,-24.870,-16.332,-6.743,-3.545,-20.368,-22.893,-0.118,0.102,0.000
'[00:00:09.166 01/01/2011]',-3.817,-3.006,-5.751,-0.002,-16.329,-12.310,-4.005,-19.398,-14.743,-19.611,-20.470,-13.842,-21.615,-24.280,-14.603,-6.201,0.163,-17.536,-21.704,0.266,0.110,0.000
'[00:00:09.168 01/01/2011]',-0.316,0.829,-1.715,3.629,-13.852,-8.927,-0.835,-17.990,-10.131,-17.497,-18.935,-13.346,-19.550,-23.111,-12.203,-5.267,3.669,-14.338,-20.096,0.600,0.119,0.000
'[00:00:09.170 01/01/2011]',2.719,4.125,1.861,6.822,-11.526,-6.261,1.488,-16.177,-5.779,-14.864,-17.383,-12.440,-17.225,-21.443,-9.481,-4.077,6.761,-11.081,-18.195,0.892,0.128,0.000
'[00:00:09.172 01/01/2011]',5.155,6.697,4.864,9.386,-9.428,-4.434,2.864,-14.110,-2.037,-11.841,-16.055,-11.319,-14.920,-19.401,-6.847,-2.851,9.287,-8.042,-16.162,1.157,0.138,0.000
'[00:00:09.174 01/01/2011]',6.957,8.511,7.282,11.237,-7.568,-3.410,3.326,-11.935,0.854,-8.598,-15.142,-10.165,-12.887,-17.117,-4.678,-1.831,11.177,-5.425,-14.162,1.423,0.148,0.000
